student_id;group_code;name;sex;birthday;has_children;diploma_teacher_id;diploma_topic;scholarship
131;НТ-71;Пачовський Бойко Зорянович;ч;1999-02-04;0;13;Оптимізаційна багатофакторна модель оцінки показників функціонування розподіленої комп’ютерної системи;1892
132;НТ-91;Новосад Гордогост Радимович;ч;2002-05-18;0;;;0
133;НЕ-91;Зінкевич Ярополк Максимович;ч;2002-08-08;0;;;0
134;КП-82;Черницький Щастибог Богуславович;ч;2000-05-06;0;;;0
135;ФА-83;Ковч Азарій Максимович;ч;2001-08-05;0;;;1300
136;КП-92;Крушельницький Жито Любомирович;ч;2003-03-06;0;;;1300
137;ФА-91;Мигович Євстафій Максимович;ч;2002-05-10;0;;;0
138;НЕ-71;Заброда Честислав Златович;ч;1999-09-22;0;27;Механізми реконфігурації в системах керування складними системами;1300
139;ФА-81;Дворжицькі Устим Леонідович;ч;2000-10-28;0;;;0
140;ФА-03;Дикань Микита Августинович;ч;2003-03-21;0;;;0
141;НТ-71;Каганець Еммануїл Ігорович;ч;1999-01-12;0;4;Інтелектуальні агенти для системи автоматизації управління бізнес-процесами;0
142;КП-81;Лашкевичі Артур Радимович;ч;2000-04-03;0;;;0
143;ФА-81;Шкраба Родослав Артурович;ч;2000-01-22;0;;;1300
144;КП-01;Теличенко Любомисл Тихонович;ч;2003-11-21;0;;;0
145;ФА-81;Роменський Атанас Борисович;ч;2000-07-30;0;;;0
146;НО-01;Часто Євген Костянтинович;ч;2002-11-14;0;;;1300
147;НТ-81;Різник Добривод Романович;ч;2000-12-10;0;;;1300
148;КП-81;Щасливий Царко Юхимович;ч;2000-05-25;0;;;0
149;ФА-73;Горчинський Панас Адріанович;ч;1999-06-17;0;19;Побудова оптимальних оцінок для невідомих параметрів законів розподілу та функцій від цих параметрів;0
150;ФА-02;Пестушко Живорід Антонович;ч;2003-04-27;0;;;1300
151;НЕ-81;Гасюк Кирило Никодимович;ч;2001-01-06;0;;;1300
152;НЕ-81;Омелян Панас Зорянович;ч;2000-07-18;0;;;0
153;НТ-71;Фенько Домослав Леонідович;ч;1999-11-20;0;1;Аналіз, моделювання та прогнозування епідеміологічних процесів;0
154;КП-02;Степура Шарль Устимович;ч;2003-04-25;0;;;1300
155;КП-81;Губенко Стоймир Арсенович;ч;2000-07-02;0;;;1300
156;НЕ-01;Ягупольський Цвітан Вікторович;ч;2003-07-28;0;;;0
157;КП-92;Поважний Кирило Вітанович;ч;2001-11-01;0;;;0
158;ФА-91;Чубатенко Звенигор Ростиславович;ч;2002-06-17;0;;;0
159;КП-01;Куземський Щастислав Любомирович;ч;2003-06-11;0;;;0
160;ФА-81;Клинчук Боронислав Юліанович;ч;2000-06-20;0;;;0
161;ФА-73;Скрипчук Станимир Полянович;ч;1999-11-20;0;16;Оцінювання кредитних ризиків методами інтелектуального аналізу даних;1892
162;КП-81;Трохименко Юхим Семенович;ч;2000-02-24;0;;;0
163;ФА-01;Канюка Рожден Мстиславович;ч;2003-07-26;0;;;1300
164;НТ-91;Макеєнко Юхим Макарович;ч;2002-05-03;0;;;0
165;НТ-91;Корчак Найден Яромирович;ч;2001-12-22;0;;;0
166;КП-71;Сліпченко Ростислав Мстиславович;ч;1999-02-18;0;8;Використання еволюційних алгоритмів для розв'язання задач оптимізації;0
167;НЕ-81;Любарський Щастислав Ігорович;ч;2001-04-14;0;;;1300
168;НТ-71;Шандра Дарибог Пилипович;ч;1999-04-24;0;1;Формалізація та моделювання бізнес-процесів у задачах управління складними об’єктами ;0
169;ФА-83;Оробець Чесмил Радимович;ч;2001-06-14;0;;;0
170;НЕ-91;Крижицький Микита Омелянович;ч;2002-09-12;0;;;0
171;НТ-81;Репецький Азар Антонович;ч;2001-08-12;0;;;0
172;НЕ-81;Горобець Соловей Артурович;ч;2001-03-16;0;;;0
173;НТ-71;Фовицький Світослав Юхимович;ч;1999-04-03;0;1;Аналіз ризиків в задачах інформаційної безпеки;0
174;КП-72;Добряк Йосеф Юхимович;ч;1999-04-29;0;30;Аналіз та оптимізація рекламних кампаній;0
175;ФА-03;Гальчук Драгомир Семенович;ч;2003-07-18;0;;;0
176;НО-81;Нагаєвський Цвітан Сарматович;ч;2001-03-31;0;;;1892
177;НЕ-01;Швачко Братослав Романович;ч;2003-10-25;0;;;0
178;КП-82;Кончаловський Едуард Адамович;ч;2001-09-06;0;;;0
179;КП-01;Черненко Охрім Полянович;ч;2003-11-28;0;;;0
180;НО-01;Гордасевич Хорошко Панасович;ч;2003-06-06;0;;;0
181;КП-01;Грибань Євлампій Давидович;ч;2003-12-05;0;;;0
182;НЕ-81;Бабич Радослав Панасович;ч;2000-08-11;0;;;1300
183;НО-91;Дмитрів Ус Юліанович;ч;2001-12-06;0;;;1300
184;НО-81;Кирієнко Снозір Вікторович;ч;2000-08-31;0;;;1300
185;НЕ-71;Кулиняк Слава Вікторович;ч;1999-10-13;0;4;Розробка та дослідження алгоритмічної моделі аналізу ВСР на основі принципів нелінійної динаміки;0
186;ФА-01;Борушенко Худан Фролович;ч;2003-10-31;0;;;0
187;ФА-71;Гринчак Курило Вадимович;ч;1999-07-31;0;21;Лінійні та нелінійні моделі часових рядів-фінансових даних із застосуванням фрактального  броунівського руху як базового процесу;0
188;КП-81;Олесь Любодар Чеславович;ч;2000-03-30;0;;;0
189;НТ-71;Мельник Вістан Омелянович;ч;1999-11-08;0;24;Розробка і реалізація рекомендаційних систем;0
190;ФА-01;Незабитовський Царук Федорович;ч;2003-06-09;0;;;1300
191;КП-82;Коровицький Триріг Вікторович;ч;2000-06-05;0;;;0
192;НТ-91;Шамрай Живорід Устимович;ч;2001-09-24;0;;;0
193;НТ-91;Мелимука Еміль Ігорович;ч;2002-06-06;1;;;1300
194;ФА-03;Мартос Жито Драганович;ч;2003-04-10;0;;;1300
195;КП-01;Білецький Русудан Ратиборович;ч;2003-01-29;0;;;0
196;НТ-71;Богаєвський Чеслав Світанович;ч;1999-06-15;1;25;Модель реалізації управління ресурсами гетерогенних баз даних в хмарному середовищі;1300
197;НО-91;Квятковський Йошка Вадимович;ч;2002-06-05;0;;;1892
198;ФА-73;Маланюк Уличан Романович;ч;1999-06-05;0;29;Дослідження достатніх статистик для деяких законів розподілу та їх застосування у фінансово-економічній області;0
199;НЕ-81;Веремієнко Леля Чеславівна;ж;2000-08-24;0;;;0
200;КП-82;Чабан Тонкостана Ярославівна;ж;2001-08-10;0;;;0
201;НТ-71;Денисюк Цвітана Леонідівна;ж;1999-10-22;0;1;Слабко формалізовані ризики фінансового сектору та моделі їх оцінювання;0
202;КП-81;Таранюк Єлизавета Ростиславівна;ж;2000-06-11;0;;;1300
203;КП-92;Князевич Еммануїла Гордиславівна;ж;2002-05-01;0;;;1300
204;ФА-73;Журба Цецілія Арсенівна;ж;1999-05-11;0;19;Системи голосування та деякі модифікації існуючих систем;1300
205;НО-81;Романенко Васса Жданівна;ж;2001-05-06;0;;;1300
206;НТ-81;Стешенко Макрина Бажанівна;ж;2001-01-15;0;;;0
207;НЕ-91;Цюпа Цецілія Ростиславівна;ж;2002-11-05;0;;;0
208;КП-91;Лазарчук Цвітана Денисівна;ж;2002-07-13;0;;;1300
209;ФА-81;Івановська Устина Тихонівна;ж;2000-06-30;0;;;0
210;КП-81;Єременко Синезора Глібівна;ж;2000-11-04;0;;;1300
211;ФА-81;Фаренюк Федора Пилипівна;ж;2001-04-05;0;;;0
212;КП-01;Желехівська Хівря Семенівна;ж;2003-12-19;0;;;0
213;НО-01;Сокульська Филіцитата Чеславівна;ж;2002-12-08;0;;;0
214;ФА-73;Шапаренко Лілія Тимурівна;ж;1999-03-28;0;6;Розробка чисельних алгоритмів ров’язання задачі створення звукових полів із заданими властивостями у визначених акваторіях;0
215;НО-81;Аронець Лукія Захарівна;ж;2000-11-02;0;;;1300
216;ФА-73;Яворівська Цвітана Макарівна;ж;1999-02-07;0;19;Методи навчання в настольних іграх;1892
217;НТ-91;Мороз Таїса Северинівна;ж;2002-06-01;0;;;1300
218;НО-81;Гайда Есмеральда Герасимівна;ж;2000-09-28;0;;;0
219;ФА-02;Крохмалюк Ріанна Артурівна;ж;2003-04-02;0;;;1300
220;КП-82;Михайленко Зореслава Світанівна;ж;2000-02-09;0;;;0
221;КП-81;Товстуха Устина Ростиславівна;ж;2000-04-02;0;;;0
222;НО-71;Пелипенко Євдокія Володимирівна;ж;1999-06-06;0;;;1300
223;ФА-03;Рикун Чеслава Борисівна;ж;2003-12-01;0;;;0
224;ФА-81;Івахненко Еммануїла Вітанівна;ж;2000-06-06;0;;;1300
225;НЕ-91;Мойся Твердислава Тарасівна;ж;2002-10-06;0;;;1300
226;НТ-91;Коструба Дзвенислава Світанівна;ж;2001-12-17;0;;;0
227;НЕ-81;Ватуля Филіцата Августинівна;ж;2000-08-09;0;;;1300
228;КП-92;Шкляренко Яромира Бажанівна;ж;2002-03-31;0;;;0
229;ФА-01;Витвицька Едіта Тимурівна;ж;2003-12-15;0;;;1300
230;КП-01;Бенч Улита Ростиславівна;ж;2003-12-08;0;;;0
231;КП-72;Кожушко Йосипа Драганівна;ж;1999-05-24;0;8; Кластерний аналіз кардіоінтеровалограм;0
232;ФА-71;Соханівська Еммануель Світанівна;ж;1999-08-09;0;29;Оптимізаційна модель формування податку;0
233;ФА-81;Шимків Хриса Пилипівна;ж;2000-05-14;0;;;1300
234;ФА-71;Шведченко Югина Герасимівна;ж;1999-02-13;0;19;Особливості розв'язків нелінійних параболічних рівнянь;0
235;НО-81;Атрощенко Богуслава Вікторівна;ж;2000-10-24;0;;;0
236;КП-81;Кіндрачук Інеса Августинівна;ж;2000-09-22;0;;;1300
237;НЕ-91;Фешовець Світолюба Фролівна;ж;2002-08-12;0;;;1300
238;ФА-01;Фесун Устина Добромирівна;ж;2003-12-27;0;;;1300
239;КП-81;Решко Йосипа Устимівна;ж;2000-12-02;0;;;0
240;НТ-91;Степанюк Берта Русланівна;ж;2002-01-23;0;;;0
241;НТ-81;Пилипчак Аліна Адамівна;ж;2001-07-02;0;;;1300
242;ФА-81;Ліщук Евеліна Вітанівна;ж;2001-02-03;0;;;1892
243;КП-82;Комашко Красуня Володимирівна;ж;2000-02-18;0;;;1300
244;КП-82;Федик Анна Гордиславівна;ж;2001-09-14;0;;;1300
245;ФА-71;Білокінь Чеслава Северинівна;ж;1999-03-05;0;16;Крайові задачі для рівнянь математичної фізики на ріманових многовидах;0
246;КП-01;Білан Фаїна Олександрівна;ж;2003-05-08;0;;;0
247;КП-81;Сапсай Рудана Вікторівна;ж;2000-06-23;0;;;1300
248;ФА-03;Стрижеус Ждана Вітанівна;ж;2003-07-01;0;;;1300
249;НТ-81;Терлецька Квітка Богуславівна;ж;2001-03-04;0;;;0
250;КП-82;Римарук Раїса Федорівна;ж;2001-09-05;0;;;0
251;НЕ-01;Демешко Юлія Русланівна;ж;2003-09-27;0;;;1300
252;НО-81;Возняк Дзвенислава Ратиборівна;ж;2000-12-28;0;;;1300
253;НЕ-01;Ажажа Щазина Романівна;ж;2003-06-06;0;;;0
254;НЕ-81;Калениченко Щазина Владиславівна;ж;2000-08-25;0;;;0
255;ФА-03;Саніна Катря Радимівна;ж;2002-11-20;0;;;1300
256;КП-02;Чиж Цвітана Полянівна;ж;2003-01-04;0;;;0
257;НТ-81;Качковська Богдана Остапівна;ж;2001-07-24;0;;;0
258;ФА-91;Крижицька Гаїна Олександрівна;ж;2002-06-16;0;;;1300
259;ФА-83;Лялько Евеліна Адріанівна;ж;2001-09-11;0;;;1300
260;КП-02;Дроботенко Йосипа Остапівна;ж;2003-05-23;0;;;0
261;НТ-01;Осика Капитолина Давидівна;ж;2003-08-17;0;;;0
262;ФА-81;Артюх Устина Устимівна;ж;2000-08-28;0;;;1300
263;НЕ-81;Баранець Шушана Ігорівна;ж;2001-01-15;0;;;0
264;ФА-81;Городчук Шанетта Ростиславівна;ж;2000-10-08;0;;;0
265;НТ-81;Адамович Півонія Русланівна;ж;2001-03-28;0;;;0
266;НЕ-71;Кухарчук Орися Тарасівна;ж;1999-08-31;0;24;Цілеспрямовані системи і колективи роботів;0
267;КП-72;Бабиченко Оксана Чеславівна;ж;1999-07-25;0;15;Аналіз, обробка і розпізнавання зображень ;1300
268;КП-72;Копистенська Цвітана Милославівна;ж;1999-06-18;0;15;Асоціативні запам’ятовуючі пристрої і середовища;0
269;НО-71;Кірієнко Дзвінка Вікторівна;ж;1999-07-13;0;;;0
270;КП-91;Титаренко Югина Юліанівна;ж;2002-06-21;0;;;0
271;КП-92;Страшкевич Маріамна Богданівна;ж;2001-09-16;0;;;0
272;ФА-71;Омельчук Елла Левівна;ж;1999-02-23;0;7;Статистичний аналіз розподілів часових рядів-фінансових даних;0
273;ФА-73;Ковбасенко Ганна Артурівна;ж;1999-02-10;0;7;Застосування марковських випадкових процесів у фінансово-економічній області;1892
274;ФА-02;Костюченко Улита Борисівна;ж;2003-05-25;0;;;1300
275;ФА-71;Ковч Ладомира Федорівна;ж;1999-11-20;0;16;Виявлення циклічності в економічних процесах методами нелінійної динаміки;0
276;КП-92;Соханівська Півонія Артемівна;ж;2001-10-16;0;;;0
277;КП-91;Сокира Щавелина Адамівна;ж;2002-06-23;0;;;1300
278;ФА-81;Бандура Харитина Жданівна;ж;2000-05-01;0;;;1300
279;КП-02;Царик Людмила Богуславівна;ж;2003-06-19;0;;;1300
280;КП-71;Підоплічко Ілона Найденівна;ж;1999-04-15;0;30;Сентимент аналіз фармакологічних текстів;1300
281;ФА-83;Ковальська Ядвіга Глібівна;ж;2001-08-15;0;;;1300
282;ФА-73;Даценко Мальва Семенівна;ж;1999-11-22;0;7;Скорингові карти як інструмент аналізу кредитних ризиків;0
283;ФА-71;Процюк Явдоха Тарасівна;ж;1999-03-14;0;19;Формули класичного векторного аналізу в термінах неінваріантної міри;1892
284;НТ-81;Блажко Естер Йосипівна;ж;2001-04-17;0;;;1300
285;КП-92;Беринда Чеслава Гордиславівна;ж;2001-12-16;0;;;1300
286;НЕ-81;Малицька Олеся Захарівна;ж;2001-05-25;0;;;0
287;ФА-71;Лікарчук Улита Йосипівна;ж;1999-09-13;0;7;Визначення взаємної орієнтації космічних апаратів за даними відео спостереження системи технічного зору;0
288;НЕ-81;Крижко Славомила Владиславівна;ж;2000-08-06;0;;;0
289;ФА-03;Ратич Ребекка Леонідівна;ж;2003-02-13;0;;;1892
290;НТ-91;Заярний Феліція Гордиславівна;ж;2002-03-04;0;;;1892
291;НТ-71;Тишик Шанетта Юліанівна;ж;1999-10-20;0;4;Розробка систем підтримки прийняття рішень на основі методів якісного аналізу;0
292;ФА-81;Дідух Предслава Полянівна;ж;2001-01-10;0;;;1300
293;КП-92;Ушкаленко Палазга Янівна;ж;2001-11-30;0;;;1300
294;НТ-01;Фоменко Євфросинія Денисівна;ж;2003-09-12;0;;;1300
295;НТ-91;Онопрієнко Настя Федорівна;ж;2001-11-24;0;;;1300
296;ФА-03;Підоплічко Наслава Яромирівна;ж;2003-09-03;0;;;0
297;ФА-81;Гронська Карина Давидівна;ж;2001-04-19;0;;;1300
298;КП-01;Вороний Хриса Антонівна;ж;2003-03-16;0;;;1300
299;НЕ-81;Рибак Юзефа Костянтинівна;ж;2001-04-18;0;;;0
300;НЕ-81;Фовицька Любава Владиславівна;ж;2001-05-06;0;;;1300
301;ФА-91ф;Маляр Леонід Герасимович;ч;1988-01-09;1;;;0
302;ФА-01ф;Хряпа Златомира Йосипівна;ж;1993-10-30;0;;;0
303;ФА-01ф;Боровиковська Цецілія Борисівна;ж;1992-08-03;1;;;0
304;ФА-91ф;Вайда Любомир Жданович;ч;1987-07-30;1;;;0
305;ФА-01ф;Андрощук Хвала Милославович;ч;1994-09-15;1;;;0
306;ФА-01ф;Дараган Йомер Яромирович;ч;1990-02-01;1;;;0
307;ФА-91ф;Царук Рус Устимович;ч;1984-07-06;0;;;0
